placeDcid,placeName,Date:Monthly_Count_ElectricityConsumer,Value:Monthly_Count_ElectricityConsumer,Source:Monthly_Count_ElectricityConsumer,Date:Monthly_Average_RetailPrice_Electricity,Value:Monthly_Average_RetailPrice_Electricity,Source:Monthly_Average_RetailPrice_Electricity,Date:Monthly_Generation_Electricity_ElectricPower,Value:Monthly_Generation_Electricity_ElectricPower,Source:Monthly_Generation_Electricity_ElectricPower,Date:Monthly_Generation_Electricity_ElectricUtility,Value:Monthly_Generation_Electricity_ElectricUtility,Source:Monthly_Generation_Electricity_ElectricUtility,Date:Count_HeatEvent,Value:Count_HeatEvent,Source:Count_HeatEvent
geoId/01,Alabama,,,,2001-04,5.72,https://www.eia.gov/opendata/qb.php?category=0,2001-04,7218416000,https://www.eia.gov/opendata/qb.php?category=0,2001-04,7194148000,https://www.eia.gov/opendata/qb.php?category=0,2001-04,2,https://www.ncdc.noaa.gov/
geoId/01,Alabama,,,,2001-05,5.6,https://www.eia.gov/opendata/qb.php?category=0,2001-05,9633314000,https://www.eia.gov/opendata/qb.php?category=0,2001-05,9583445000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2001-06,5.56,https://www.eia.gov/opendata/qb.php?category=0,2001-06,10680710000,https://www.eia.gov/opendata/qb.php?category=0,2001-06,10634767000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2001-07,5.81,https://www.eia.gov/opendata/qb.php?category=0,2001-07,11564385000,https://www.eia.gov/opendata/qb.php?category=0,2001-07,11467886000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2001-08,5.78,https://www.eia.gov/opendata/qb.php?category=0,2001-08,11997823000,https://www.eia.gov/opendata/qb.php?category=0,2001-08,11894876000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2001-09,5.56,https://www.eia.gov/opendata/qb.php?category=0,2001-09,10575612000,https://www.eia.gov/opendata/qb.php?category=0,2001-09,10498339000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2001-10,5.49,https://www.eia.gov/opendata/qb.php?category=0,2001-10,9840566000,https://www.eia.gov/opendata/qb.php?category=0,2001-10,9768778000,https://www.eia.gov/opendata/qb.php?category=0,2001-10,1,https://www.ncdc.noaa.gov/
geoId/01,Alabama,,,,2001-11,5.39,https://www.eia.gov/opendata/qb.php?category=0,2001-11,9424942000,https://www.eia.gov/opendata/qb.php?category=0,2001-11,9357389000,https://www.eia.gov/opendata/qb.php?category=0,2001-11,1,https://www.ncdc.noaa.gov/
geoId/01,Alabama,,,,2001-12,5.53,https://www.eia.gov/opendata/qb.php?category=0,2001-12,9817218000,https://www.eia.gov/opendata/qb.php?category=0,2001-12,9750339000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2002-01,5.48,https://www.eia.gov/opendata/qb.php?category=0,2002-01,10683438000,https://www.eia.gov/opendata/qb.php?category=0,2002-01,10649482000,https://www.eia.gov/opendata/qb.php?category=0,2002-01,6,https://www.ncdc.noaa.gov/
geoId/01,Alabama,,,,2002-02,5.53,https://www.eia.gov/opendata/qb.php?category=0,2002-02,9229393000,https://www.eia.gov/opendata/qb.php?category=0,2002-02,9196426000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2002-03,5.65,https://www.eia.gov/opendata/qb.php?category=0,2002-03,8996333000,https://www.eia.gov/opendata/qb.php?category=0,2002-03,8967412000,https://www.eia.gov/opendata/qb.php?category=0,2002-03,2,https://www.ncdc.noaa.gov/
geoId/01,Alabama,,,,2002-04,5.53,https://www.eia.gov/opendata/qb.php?category=0,2002-04,8730250000,https://www.eia.gov/opendata/qb.php?category=0,2002-04,8698647000,https://www.eia.gov/opendata/qb.php?category=0,2002-04,5,https://www.ncdc.noaa.gov/
geoId/01,Alabama,,,,2002-05,5.63,https://www.eia.gov/opendata/qb.php?category=0,2002-05,10006951000,https://www.eia.gov/opendata/qb.php?category=0,2002-05,9834173000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2002-06,5.85,https://www.eia.gov/opendata/qb.php?category=0,2002-06,11423495000,https://www.eia.gov/opendata/qb.php?category=0,2002-06,10733288000,https://www.eia.gov/opendata/qb.php?category=0,2002-06,2,https://www.ncdc.noaa.gov/
geoId/01,Alabama,,,,2002-07,6.06,https://www.eia.gov/opendata/qb.php?category=0,2002-07,12550877000,https://www.eia.gov/opendata/qb.php?category=0,2002-07,11659312000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2002-08,6.05,https://www.eia.gov/opendata/qb.php?category=0,2002-08,12432914000,https://www.eia.gov/opendata/qb.php?category=0,2002-08,11441978000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2002-09,5.94,https://www.eia.gov/opendata/qb.php?category=0,2002-09,11125716000,https://www.eia.gov/opendata/qb.php?category=0,2002-09,10533034000,https://www.eia.gov/opendata/qb.php?category=0,2002-09,6,https://www.ncdc.noaa.gov/
geoId/01,Alabama,,,,2002-10,5.72,https://www.eia.gov/opendata/qb.php?category=0,2002-10,9992333000,https://www.eia.gov/opendata/qb.php?category=0,2002-10,9812886000,https://www.eia.gov/opendata/qb.php?category=0,2002-10,1,https://www.ncdc.noaa.gov/
geoId/01,Alabama,,,,2002-11,5.36,https://www.eia.gov/opendata/qb.php?category=0,2002-11,10987357000,https://www.eia.gov/opendata/qb.php?category=0,2002-11,10945832000,https://www.eia.gov/opendata/qb.php?category=0,2002-11,6,https://www.ncdc.noaa.gov/
geoId/01,Alabama,,,,2002-12,5.47,https://www.eia.gov/opendata/qb.php?category=0,2002-12,11396437000,https://www.eia.gov/opendata/qb.php?category=0,2002-12,11266753000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2003-01,5.9,https://www.eia.gov/opendata/qb.php?category=0,2003-01,11532127000,https://www.eia.gov/opendata/qb.php?category=0,2003-01,11095835000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2003-02,5.61,https://www.eia.gov/opendata/qb.php?category=0,2003-02,9938000000,https://www.eia.gov/opendata/qb.php?category=0,2003-02,9762386000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2003-03,5.54,https://www.eia.gov/opendata/qb.php?category=0,2003-03,9694231000,https://www.eia.gov/opendata/qb.php?category=0,2003-03,9528810000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2003-04,5.82,https://www.eia.gov/opendata/qb.php?category=0,2003-04,8848996000,https://www.eia.gov/opendata/qb.php?category=0,2003-04,8539791999.999999,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2003-05,5.49,https://www.eia.gov/opendata/qb.php?category=0,2003-05,11272092000,https://www.eia.gov/opendata/qb.php?category=0,2003-05,11023867000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2003-06,6.16,https://www.eia.gov/opendata/qb.php?category=0,2003-06,11814637000,https://www.eia.gov/opendata/qb.php?category=0,2003-06,11186817000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2003-07,6.29,https://www.eia.gov/opendata/qb.php?category=0,2003-07,13085864000,https://www.eia.gov/opendata/qb.php?category=0,2003-07,12110532000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2003-08,6.31,https://www.eia.gov/opendata/qb.php?category=0,2003-08,13622501000,https://www.eia.gov/opendata/qb.php?category=0,2003-08,12150228000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2003-09,6.11,https://www.eia.gov/opendata/qb.php?category=0,2003-09,11322608000,https://www.eia.gov/opendata/qb.php?category=0,2003-09,10970118000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2003-10,5.61,https://www.eia.gov/opendata/qb.php?category=0,2003-10,10075031000,https://www.eia.gov/opendata/qb.php?category=0,2003-10,9900820000,https://www.eia.gov/opendata/qb.php?category=0,2003-10,1,https://www.ncdc.noaa.gov/
geoId/01,Alabama,,,,2003-11,5.56,https://www.eia.gov/opendata/qb.php?category=0,2003-11,9949694000,https://www.eia.gov/opendata/qb.php?category=0,2003-11,9843117000,https://www.eia.gov/opendata/qb.php?category=0,2003-11,8,https://www.ncdc.noaa.gov/
geoId/01,Alabama,,,,2003-12,5.9,https://www.eia.gov/opendata/qb.php?category=0,2003-12,11065397000,https://www.eia.gov/opendata/qb.php?category=0,2003-12,10733396000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2004-01,5.83,https://www.eia.gov/opendata/qb.php?category=0,2004-01,11241215240,https://www.eia.gov/opendata/qb.php?category=0,2004-01,10834008150,https://www.eia.gov/opendata/qb.php?category=0,2004-01,2,https://www.ncdc.noaa.gov/
geoId/01,Alabama,,,,2004-02,5.86,https://www.eia.gov/opendata/qb.php?category=0,2004-02,10247703760,https://www.eia.gov/opendata/qb.php?category=0,2004-02,9818984690,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2004-03,5.96,https://www.eia.gov/opendata/qb.php?category=0,2004-03,9073025980,https://www.eia.gov/opendata/qb.php?category=0,2004-03,8629383410,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2004-04,6.12,https://www.eia.gov/opendata/qb.php?category=0,2004-04,8604174060,https://www.eia.gov/opendata/qb.php?category=0,2004-04,7910838860,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2004-05,6.03,https://www.eia.gov/opendata/qb.php?category=0,2004-05,11181483410,https://www.eia.gov/opendata/qb.php?category=0,2004-05,10456393480,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2004-06,6.31,https://www.eia.gov/opendata/qb.php?category=0,2004-06,11878822730,https://www.eia.gov/opendata/qb.php?category=0,2004-06,10998719500,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2004-07,6.43,https://www.eia.gov/opendata/qb.php?category=0,2004-07,13274653510,https://www.eia.gov/opendata/qb.php?category=0,2004-07,11796120110,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2004-08,6.39,https://www.eia.gov/opendata/qb.php?category=0,2004-08,12565002060,https://www.eia.gov/opendata/qb.php?category=0,2004-08,11456771730,https://www.eia.gov/opendata/qb.php?category=0,2004-08,1,https://www.ncdc.noaa.gov/
geoId/01,Alabama,,,,2004-09,6.28,https://www.eia.gov/opendata/qb.php?category=0,2004-09,11242696300,https://www.eia.gov/opendata/qb.php?category=0,2004-09,10557322720,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2004-10,6.2,https://www.eia.gov/opendata/qb.php?category=0,2004-10,10658899310,https://www.eia.gov/opendata/qb.php?category=0,2004-10,10363898150,https://www.eia.gov/opendata/qb.php?category=0,2004-10,3,https://www.ncdc.noaa.gov/
geoId/01,Alabama,,,,2004-11,5.64,https://www.eia.gov/opendata/qb.php?category=0,2004-11,10320752920,https://www.eia.gov/opendata/qb.php?category=0,2004-11,10134886820,https://www.eia.gov/opendata/qb.php?category=0,2004-11,2,https://www.ncdc.noaa.gov/
geoId/01,Alabama,,,,2004-12,5.67,https://www.eia.gov/opendata/qb.php?category=0,2004-12,11838895350,https://www.eia.gov/opendata/qb.php?category=0,2004-12,11597278380,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2005-01,5.68,https://www.eia.gov/opendata/qb.php?category=0,2005-01,11655226550,https://www.eia.gov/opendata/qb.php?category=0,2005-01,11371549400,https://www.eia.gov/opendata/qb.php?category=0,2005-01,5,https://www.ncdc.noaa.gov/
geoId/01,Alabama,,,,2005-02,5.76,https://www.eia.gov/opendata/qb.php?category=0,2005-02,9788853060,https://www.eia.gov/opendata/qb.php?category=0,2005-02,9653784810,https://www.eia.gov/opendata/qb.php?category=0,2005-02,1,https://www.ncdc.noaa.gov/
geoId/01,Alabama,,,,2005-03,5.87,https://www.eia.gov/opendata/qb.php?category=0,2005-03,11006448510,https://www.eia.gov/opendata/qb.php?category=0,2005-03,10674330430,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2005-04,5.89,https://www.eia.gov/opendata/qb.php?category=0,2005-04,9213208440,https://www.eia.gov/opendata/qb.php?category=0,2005-04,9164335260,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2005-05,6.24,https://www.eia.gov/opendata/qb.php?category=0,2005-05,10472359420,https://www.eia.gov/opendata/qb.php?category=0,2005-05,10189146020,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2005-06,6.79,https://www.eia.gov/opendata/qb.php?category=0,2005-06,11779045020,https://www.eia.gov/opendata/qb.php?category=0,2005-06,10923128200,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2005-07,6.9,https://www.eia.gov/opendata/qb.php?category=0,2005-07,13000174320,https://www.eia.gov/opendata/qb.php?category=0,2005-07,11710298160,https://www.eia.gov/opendata/qb.php?category=0,2005-07,2,https://www.ncdc.noaa.gov/
geoId/01,Alabama,,,,2005-08,6.88,https://www.eia.gov/opendata/qb.php?category=0,2005-08,13264671490,https://www.eia.gov/opendata/qb.php?category=0,2005-08,11608463300,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2005-09,7.17,https://www.eia.gov/opendata/qb.php?category=0,2005-09,11577504960,https://www.eia.gov/opendata/qb.php?category=0,2005-09,10753586670,https://www.eia.gov/opendata/qb.php?category=0,2005-09,1,https://www.ncdc.noaa.gov/
geoId/01,Alabama,,,,2005-10,6.58,https://www.eia.gov/opendata/qb.php?category=0,2005-10,10236593710,https://www.eia.gov/opendata/qb.php?category=0,2005-10,9901849630,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2005-11,6.7,https://www.eia.gov/opendata/qb.php?category=0,2005-11,9519922340,https://www.eia.gov/opendata/qb.php?category=0,2005-11,9299548590,https://www.eia.gov/opendata/qb.php?category=0,2005-11,3,https://www.ncdc.noaa.gov/
geoId/01,Alabama,,,,2005-12,6.67,https://www.eia.gov/opendata/qb.php?category=0,2005-12,11784527110,https://www.eia.gov/opendata/qb.php?category=0,2005-12,11053872540,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2006-01,6.23,https://www.eia.gov/opendata/qb.php?category=0,2006-01,10130288910,https://www.eia.gov/opendata/qb.php?category=0,2006-01,9972159870,https://www.eia.gov/opendata/qb.php?category=0,2006-01,2,https://www.ncdc.noaa.gov/
geoId/01,Alabama,,,,2006-02,6.46,https://www.eia.gov/opendata/qb.php?category=0,2006-02,9882440940,https://www.eia.gov/opendata/qb.php?category=0,2006-02,9702559610,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2006-03,6.43,https://www.eia.gov/opendata/qb.php?category=0,2006-03,9931995560,https://www.eia.gov/opendata/qb.php?category=0,2006-03,9439126510,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2006-04,7.01,https://www.eia.gov/opendata/qb.php?category=0,2006-04,9935395020,https://www.eia.gov/opendata/qb.php?category=0,2006-04,9296646210,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2006-05,6.85,https://www.eia.gov/opendata/qb.php?category=0,2006-05,10975019810,https://www.eia.gov/opendata/qb.php?category=0,2006-05,10071510850,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2006-06,7.82,https://www.eia.gov/opendata/qb.php?category=0,2006-06,12716924140,https://www.eia.gov/opendata/qb.php?category=0,2006-06,10932744160,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2006-07,7.75,https://www.eia.gov/opendata/qb.php?category=0,2006-07,13580348210,https://www.eia.gov/opendata/qb.php?category=0,2006-07,11217821770,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2006-08,8.13,https://www.eia.gov/opendata/qb.php?category=0,2006-08,14061570930,https://www.eia.gov/opendata/qb.php?category=0,2006-08,11643461910,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2006-09,7.49,https://www.eia.gov/opendata/qb.php?category=0,2006-09,11293870790,https://www.eia.gov/opendata/qb.php?category=0,2006-09,10490921620,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2006-10,6.68,https://www.eia.gov/opendata/qb.php?category=0,2006-10,10943454600,https://www.eia.gov/opendata/qb.php?category=0,2006-10,10029809950,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2006-11,6.61,https://www.eia.gov/opendata/qb.php?category=0,2006-11,11162891800,https://www.eia.gov/opendata/qb.php?category=0,2006-11,10679930550,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2006-12,6.64,https://www.eia.gov/opendata/qb.php?category=0,2006-12,11537554200,https://www.eia.gov/opendata/qb.php?category=0,2006-12,10888487000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2007-01,6.99,https://www.eia.gov/opendata/qb.php?category=0,2007-01,11002614190,https://www.eia.gov/opendata/qb.php?category=0,2007-01,10547032630,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2007-02,7.31,https://www.eia.gov/opendata/qb.php?category=0,2007-02,10683202410,https://www.eia.gov/opendata/qb.php?category=0,2007-02,9432349480,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2007-03,7.14,https://www.eia.gov/opendata/qb.php?category=0,2007-03,9990523040,https://www.eia.gov/opendata/qb.php?category=0,2007-03,9404941420,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2007-04,7.32,https://www.eia.gov/opendata/qb.php?category=0,2007-04,9985894870,https://www.eia.gov/opendata/qb.php?category=0,2007-04,8827369420,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2007-05,7.48,https://www.eia.gov/opendata/qb.php?category=0,2007-05,11168277040,https://www.eia.gov/opendata/qb.php?category=0,2007-05,10348191570,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2007-06,7.97,https://www.eia.gov/opendata/qb.php?category=0,2007-06,13003236850,https://www.eia.gov/opendata/qb.php?category=0,2007-06,11488726280,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2007-07,7.8,https://www.eia.gov/opendata/qb.php?category=0,2007-07,13822619100,https://www.eia.gov/opendata/qb.php?category=0,2007-07,12113534620,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2007-08,8.45,https://www.eia.gov/opendata/qb.php?category=0,2007-08,14885018720,https://www.eia.gov/opendata/qb.php?category=0,2007-08,11899115380,https://www.eia.gov/opendata/qb.php?category=0,2007-08,66,https://www.ncdc.noaa.gov/
geoId/01,Alabama,,,,2007-09,7.71,https://www.eia.gov/opendata/qb.php?category=0,2007-09,12271865600,https://www.eia.gov/opendata/qb.php?category=0,2007-09,10695934610,https://www.eia.gov/opendata/qb.php?category=0,2007-09,1,https://www.ncdc.noaa.gov/
geoId/01,Alabama,,,,2007-10,7.58,https://www.eia.gov/opendata/qb.php?category=0,2007-10,10948565440,https://www.eia.gov/opendata/qb.php?category=0,2007-10,9641646660,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2007-11,7.35,https://www.eia.gov/opendata/qb.php?category=0,2007-11,9946124670,https://www.eia.gov/opendata/qb.php?category=0,2007-11,9265903870,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,,,,2007-12,7.31,https://www.eia.gov/opendata/qb.php?category=0,2007-12,11471952220,https://www.eia.gov/opendata/qb.php?category=0,2007-12,10608421050,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,2008-01,2481578,https://www.eia.gov/opendata/qb.php?category=0,2008-01,7.68,https://www.eia.gov/opendata/qb.php?category=0,2008-01,12120043050,https://www.eia.gov/opendata/qb.php?category=0,2008-01,10793807230,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,2008-02,2484395,https://www.eia.gov/opendata/qb.php?category=0,2008-02,7.49,https://www.eia.gov/opendata/qb.php?category=0,2008-02,11307925070,https://www.eia.gov/opendata/qb.php?category=0,2008-02,10615415300,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,2008-03,2484825,https://www.eia.gov/opendata/qb.php?category=0,2008-03,7.22,https://www.eia.gov/opendata/qb.php?category=0,2008-03,11611881420,https://www.eia.gov/opendata/qb.php?category=0,2008-03,11202357480,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,2008-04,2485942,https://www.eia.gov/opendata/qb.php?category=0,2008-04,7.49,https://www.eia.gov/opendata/qb.php?category=0,2008-04,10221914220,https://www.eia.gov/opendata/qb.php?category=0,2008-04,9950223510,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,2008-05,2488247,https://www.eia.gov/opendata/qb.php?category=0,2008-05,7.88,https://www.eia.gov/opendata/qb.php?category=0,2008-05,11000603540,https://www.eia.gov/opendata/qb.php?category=0,2008-05,10711007940,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,2008-06,2490587,https://www.eia.gov/opendata/qb.php?category=0,2008-06,9.2,https://www.eia.gov/opendata/qb.php?category=0,2008-06,13161237220,https://www.eia.gov/opendata/qb.php?category=0,2008-06,11360404720,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,2008-07,2493749,https://www.eia.gov/opendata/qb.php?category=0,2008-07,9.47,https://www.eia.gov/opendata/qb.php?category=0,2008-07,13757388090,https://www.eia.gov/opendata/qb.php?category=0,2008-07,11729686240,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,2008-08,2498173,https://www.eia.gov/opendata/qb.php?category=0,2008-08,9.33,https://www.eia.gov/opendata/qb.php?category=0,2008-08,13345943560,https://www.eia.gov/opendata/qb.php?category=0,2008-08,11336519030,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,2008-09,2496593,https://www.eia.gov/opendata/qb.php?category=0,2008-09,9.26,https://www.eia.gov/opendata/qb.php?category=0,2008-09,11733724330,https://www.eia.gov/opendata/qb.php?category=0,2008-09,10440242310,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,2008-10,2496286,https://www.eia.gov/opendata/qb.php?category=0,2008-10,9.42,https://www.eia.gov/opendata/qb.php?category=0,2008-10,10767956060,https://www.eia.gov/opendata/qb.php?category=0,2008-10,9775936330,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/01,Alabama,2008-11,2496033,https://www.eia.gov/opendata/qb.php?category=0,2008-11,9.27,https://www.eia.gov/opendata/qb.php?category=0,2008-11,10257423400,https://www.eia.gov/opendata/qb.php?category=0,2008-11,8991551380,https://www.eia.gov/opendata/qb.php?category=0,,,
